Probe,chromosome,chrStart,Gene,normOrder,ID,genomeOrderNew,Search_Key,Transcript,Source_Reference_ID,RefSeq_ID,gcProbeStart,Entrez_Gene_ID
ILMN_2766827,7,53014816,SULT2B1,22655,10159,10159,ILMN_217684,ILMN_217684,NM_017465.1,NM_017465.1,1049604005,54200
ILMN_2766837,16,24980852,LPP,14344,20936,20936,ILMN_189660,ILMN_237436,NM_178665.4,NM_178665.4,2153975178,210126
ILMN_2766867,17,46569211,SLC22A7,21571,22267,22267,ILMN_223635,ILMN_223635,NM_144856.1,NM_144856.1,2274032687,108114
ILMN_2766894,8,48180138,ENPP6,9972,11800,11800,ILMN_223331,ILMN_223331,NM_177304.3,NM_177304.3,1197310880,320981
ILMN_2766930,4,115670521,FAAH,10261,5649,5649,ILMN_215313,ILMN_215313,NM_010173.3,NM_010173.3,654400294,14073
ILMN_2766971,5,100507163,BC062109,5752,7125,7125,ILMN_223642,ILMN_223642,NM_182841.1,NM_182841.1,794895056,231503
ILMN_2767039,1,95048309,2310007B03RIK,1029,678,678,ILMN_223645,ILMN_223645,NM_172411.3,NM_172411.3,95048309,71874
ILMN_2767050,13,31723151,FOXF2,10669,18105,18105,ILMN_223646,ILMN_223646,NM_010225.1,NM_010225.1,1810873385,14238
ILMN_2767057,5,139836116,3110082I17RIK,1787,7787,7787,ILMN_223647,ILMN_223647,NM_028469.3,NM_028469.3,834224009,73212
ILMN_2767113,17,71200272,TGIF1,23229,22495,22495,ILMN_211263,ILMN_211263,NM_009372.2,NM_009372.2,2298663748,21815
ILMN_2767156,18,37899138,PCDHGA9,18210,22912,22912,ILMN_223651,ILMN_223651,NM_033592.3,NM_033592.3,2360740265,93717
ILMN_2767162,7,107078580,EG330602,8608,10547,10547,ILMN_223652,ILMN_223652,NM_183313.1,NM_183313.1,1103667769,330602
ILMN_2767187,6,83059138,MRPL53,15409,8525,8525,ILMN_223654,ILMN_223654,NM_026744.3,NM_026744.3,930081290,68499
ILMN_2767191,18,37823850,PCDHGA1,18200,22901,22901,ILMN_223655,ILMN_223655,NM_033584.1,NM_033584.1,2360664977,93709
ILMN_2767216,2,113873072,ACTC1,3633,2699,2699,ILMN_209757,ILMN_209757,NM_009608.3,NM_009608.3,311138504,11464
ILMN_2767227,16,4940899,NUDT16L1,118,20678,20678,ILMN_223657,ILMN_223657,NM_025839.3,NM_025839.3,2133935225,66911
ILMN_2767236,3,87174551,CD5L,6869,4003,4003,ILMN_223658,ILMN_223658,NM_009690.1,NM_009690.1,466299541,11801
ILMN_2767246,2,90121988,OLFR1272,16863,2453,2453,ILMN_199394,ILMN_199394,NM_146980.1,NM_146980.1,287387420,258982
ILMN_2767322,1,7160813,A030012M09RIK,3074,29,29,ILMN_219943,ILMN_219943,scl00319263.2_23,NM_183028.1,7160813,
ILMN_2767393,20,151383358,MAGEA3,14586,24983,24983,ILMN_223664,ILMN_223664,NM_020017.1,NM_020017.1,2626448946,17139
ILMN_2767446,7,109807966,OLFR555,17410,10624,10624,ILMN_223667,ILMN_223667,NM_147103.1,NM_147103.1,1106397155,259107
ILMN_2767487,20,50352283,HPRT1,12452,24426,24426,ILMN_210441,ILMN_210441,NM_013556.2,NM_013556.2,2525417871,15452
ILMN_2767539,18,67712244,SPIRE1,22279,23129,23129,ILMN_210047,ILMN_210047,NM_194355.2,NM_194355.2,2390553371,68166
ILMN_2767554,12,102864073,LOC100046609,2276,17612,17612,ILMN_223674,ILMN_322545,XR_033250.1,XR_033250.1,1760619777,100046609
ILMN_2767596,12,71066465,SAV1,20815,17330,17330,ILMN_223677,ILMN_223677,NM_022028.2,NM_022028.2,1728822169,64010
ILMN_2767602,5,75423134,CHIC2,7208,6949,6949,ILMN_223679,ILMN_223679,NM_028850.3,NM_028850.3,769811027,74277
ILMN_2767605,2,103821843,LMO2,13945,2591,2591,ILMN_223680,ILMN_223680,NM_008505.3,NM_008505.3,301087275,16909
ILMN_2767615,1,166367692,ATP1B1,4875,1132,1132,ILMN_223681,ILMN_223681,NM_009721.4,NM_009721.4,166367692,11931
ILMN_2767635,11,86398601,TMEM49,23527,16219,16219,ILMN_209017,ILMN_209017,NM_029478.3,NM_029478.3,1622140449,75909
ILMN_2767674,5,144749047,AU022870,5005,7874,7874,ILMN_223685,ILMN_223685,NM_177682.3,NM_177682.3,839136940,231874
ILMN_2767705,6,64681028,ATOH1,4859,8418,8418,ILMN_223689,ILMN_223689,NM_007500.3,NM_007500.3,911703180,11921
ILMN_2767718,6,113119750,LHFPL4,5183,8767,8767,ILMN_223690,ILMN_223690,NM_177763.3,NM_177763.3,960141902,269788
ILMN_2767764,1,157900756,IFRG15,12725,1046,1046,ILMN_223695,ILMN_223695,NM_022329.3,NM_022329.3,157900756,64164
ILMN_2767791,15,86328860,TBC1D22A,8408,20326,20326,ILMN_223698,ILMN_223698,NM_145476.2,NM_145476.2,2111723212,223754
ILMN_2767819,9,8021923,9230110C19RIK,2910,12678,12678,ILMN_223699,ILMN_223699,NM_199017.2,NM_199017.2,1289484344,234912
ILMN_2767871,2,129512987,PDYN,18360,2919,2919,ILMN_223702,ILMN_223702,NM_018863.2,NM_018863.2,326778419,18610
ILMN_2767905,1,58468884,CLK1,7419,317,317,ILMN_215853,ILMN_233967,NM_001042634.1,NM_001042634.1,58468884,12747
ILMN_2767918,8,73287646,IFI30,12677,11929,11929,ILMN_216051,ILMN_216051,NM_023065.3,NM_023065.3,1222418388,65972
ILMN_2767949,14,65652870,INTS9,8390,19360,19360,ILMN_220208,ILMN_220208,NM_153414.3,NM_153414.3,1965747358,210925
ILMN_2767951,3,55013546,SOHLH2,2328,3846,3846,ILMN_223707,ILMN_223707,NM_028937.2,NM_028937.2,434138536,74434
ILMN_2767996,13,30718264,DUSP22,9364,18098,18098,ILMN_223709,ILMN_223709,NM_134068.1,NM_134068.1,1809868498,105352
ILMN_2768026,5,130471326,GUSB,11920,7587,7587,ILMN_221841,ILMN_221841,NM_010368.1,NM_010368.1,824859219,110006
ILMN_2768073,9,59497979,PARP6,18104,13257,13257,ILMN_214215,ILMN_229928,NM_029922.2,NM_029922.2,1340960400,67287
ILMN_2768087,10,76171757,COL6A1,7637,14307,14307,ILMN_208779,ILMN_208779,NM_009933.2,NM_009933.2,1481750350,12833
ILMN_2768209,2,25315108,BC029214,5581,1635,1635,ILMN_192932,ILMN_235161,NM_153557.1,NM_153557.1,222580540,227622
ILMN_2768252,11,5798174,MYL7,15688,15083,15083,ILMN_223727,ILMN_223727,scl017898.5_1,NM_022879.1,1541540022,
ILMN_2768318,20,103430658,5031408O05RIK,2435,24753,24753,ILMN_223732,ILMN_254294,NM_001033424.2,NM_001033424.2,2578496246,331491
ILMN_2768325,13,51745954,CKS2,7334,18266,18266,ILMN_190936,ILMN_238248,NM_025415.2,NM_025415.2,1830896188,66197
ILMN_2768330,18,6436835,EPC1,10012,22657,22657,ILMN_223127,ILMN_212125,NM_007935.1,NM_007935.1,2329277962,13831
ILMN_2768346,5,20995727,FBXL13,10340,6535,6535,ILMN_223733,ILMN_223733,NM_177076.2,NM_177076.2,715383620,320118
ILMN_2768390,7,52672298,NTF5,16429,10129,10129,ILMN_223737,ILMN_223737,NM_198190.1,NM_198190.1,1049261487,78405
ILMN_2768396,18,6203591,KIF5B,13441,22654,22654,ILMN_215529,ILMN_215529,NM_008448.2,NM_008448.2,2329044718,16573
ILMN_2768482,5,149118230,C130038G02RIK,6156,7937,7937,ILMN_223742,ILMN_223742,NM_029920.5,NM_029920.5,843506123,77521
ILMN_2768533,12,86507986,PGF,18466,17516,17516,ILMN_223747,ILMN_223747,NM_008827.2,NM_008827.2,1744263690,18654
ILMN_2768563,5,8747855,ABCB1A,3422,6493,6493,ILMN_223749,ILMN_223749,NM_011076.2,NM_011076.2,703135748,18671
ILMN_2768612,20,35689677,ATP1B4,4878,24353,24353,ILMN_223752,ILMN_223752,NM_133690.2,NM_133690.2,2510755265,67821
ILMN_2768638,4,99585256,EFCAB7,5469,5486,5486,ILMN_223754,ILMN_223754,NM_145549.1,NM_145549.1,638315029,230500
ILMN_2768674,14,58423679,SAP18,20795,19292,19292,ILMN_188660,ILMN_234381,NM_009119.2,NM_009119.2,1958518167,20220
ILMN_2768691,10,80270207,AMH,4233,14461,14461,ILMN_223758,ILMN_223758,NM_007445.2,NM_007445.2,1485848800,11705
ILMN_2768692,6,83102238,RTKN,20687,8532,8532,ILMN_222734,ILMN_233938,NM_009106.1,NM_009106.1,930124390,20166
ILMN_2768755,15,97623429,HDAC7,12103,20424,20424,ILMN_223761,ILMN_223761,NM_019572.2,NM_019572.2,2123017781,56233
ILMN_2768786,5,36227048,ABLIM2,3497,6766,6766,ILMN_210880,ILMN_210880,NM_177678.6,NM_177678.6,730614941,231148
ILMN_2768787,6,4592810,CASD1,6579,7968,7968,ILMN_223763,ILMN_223763,NM_145398.2,NM_145398.2,851614962,213819
ILMN_2768805,3,142456676,PKN2,18696,4769,4769,ILMN_184318,ILMN_259151,NM_178654.3,NM_178654.3,521581666,109333
ILMN_2768831,8,89248069,SIAH1A,21369,12154,12154,ILMN_223766,ILMN_223766,NM_009172.1,NM_009172.1,1238378811,20437
ILMN_2768841,2,173347344,RAB22A,19759,3527,3527,ILMN_185220,ILMN_225250,NM_024436.1,NM_024436.1,370612776,19334
ILMN_2768850,17,80429255,HNRPLL,1592,22559,22559,ILMN_214157,ILMN_214157,NM_144802.3,NM_144802.3,2307892731,72692
ILMN_2768926,17,36094011,ABCF1,3457,22086,22086,ILMN_218252,ILMN_218252,NM_013854.1,NM_013854.1,2263557487,224742
ILMN_2768936,4,46550606,CORO2A,7717,5186,5186,ILMN_209681,ILMN_209681,NM_178893.3,NM_178893.3,585280379,107684
ILMN_2768970,10,127203970,RDH1,20116,14847,14847,ILMN_209170,ILMN_209170,NM_080436.2,NM_080436.2,1532782563,107605
ILMN_2768972,14,9129214,FAM107A,5721,18766,18766,ILMN_223774,ILMN_223774,NM_183187.3,NM_183187.3,1909223702,268709
ILMN_2768980,19,12173249,OLFR1427,17004,23611,23611,ILMN_223775,ILMN_223775,NM_146679.1,NM_146679.1,2425851407,258674
ILMN_2768984,9,22177589,ANLN,4360,12830,12830,ILMN_209418,ILMN_209418,NM_028390.2,NM_028390.2,1303640010,68743
ILMN_2768992,12,8349424,HS1BP3,12496,17066,17066,ILMN_190179,ILMN_248470,NM_021429.2,NM_021429.2,1666105128,58240
ILMN_2769017,7,20634838,NLRP9B,15789,9602,9602,ILMN_223776,ILMN_223776,NM_194058.2,NM_194058.2,1017224027,243874
ILMN_2769030,18,36926475,HARS,12044,22866,22866,ILMN_223778,ILMN_223778,NM_008214.3,NM_008214.3,2359767602,15115
ILMN_2769064,4,140529621,SDHB,20955,6182,6182,ILMN_209086,ILMN_209086,NM_023374.3,NM_023374.3,679259394,67680
ILMN_2769065,4,140529623,SDHB,20954,6183,6183,ILMN_209086,ILMN_209086,NM_023374.3,NM_023374.3,679259396,67680
ILMN_2769089,11,75245444,SERPINF2,21168,15969,15969,ILMN_221364,ILMN_221364,NM_008878.1,NM_008878.1,1610987292,18816
ILMN_2769133,19,4785484,RBM4,20053,23328,23328,ILMN_220135,ILMN_254944,NM_009032.2,NM_009032.2,2418463642,19653
ILMN_2769171,4,129293359,IQCC,13008,5948,5948,ILMN_208720,ILMN_208720,scl23762.4_16,,668023132,
ILMN_2769178,15,100333510,TCFCP2,23062,20518,20518,ILMN_223789,ILMN_245402,NM_033476.2,NM_033476.2,2125727862,21422
ILMN_2769191,6,39030991,TBXAS1,22996,8156,8156,ILMN_216098,ILMN_216098,NM_011539.3,NM_011539.3,886053143,21391
ILMN_2769234,12,16666873,NTSR2,16450,17097,17097,ILMN_208843,ILMN_244152,NM_008747.2,NM_008747.2,1674422577,18217
ILMN_2769241,4,88467224,IFNA11,12696,5425,5425,ILMN_196764,ILMN_196764,NM_008333.1,NM_008333.1,627196997,15964
ILMN_2769261,1,44237819,ERCC5,10077,238,238,ILMN_222921,ILMN_222921,NM_011729.1,NM_011729.1,44237819,22592
ILMN_2769285,17,56262525,SEMA6B,21046,22391,22391,ILMN_212203,ILMN_241711,XM_001004114.1,XM_001004114.1,2283726001,20359
ILMN_2769308,11,4969977,EWSH,10170,15061,15061,ILMN_223794,ILMN_223794,scl014030.1_55,,1540711825,
ILMN_2769325,19,10863950,CD6,6872,23559,23559,ILMN_209410,ILMN_209410,scl000423.1_24,NM_009852.1,2424542108,
ILMN_2769330,19,10863945,CD6,6873,23558,23558,ILMN_209410,ILMN_209410,NM_009852.3,NM_009852.3,2424542103,12511
ILMN_2769393,4,155028810,MIB2,949,6407,6407,ILMN_209201,ILMN_242441,NM_145124.2,NM_145124.2,693758583,76580
ILMN_2769462,2,88242394,OLFR1179,16777,2372,2372,ILMN_223801,ILMN_238390,NM_146917.2,NM_146917.2,285507826,258919
ILMN_2769479,10,26710621,LAMA2,13710,14007,14007,ILMN_223802,ILMN_259802,NM_008481.2,NM_008481.2,1432289214,16773
ILMN_2769554,3,75046371,SERPINI2,21174,3940,3940,ILMN_209452,ILMN_236413,NM_026460.2,NM_026460.2,454171361,67931
ILMN_2769656,7,97357127,PICALM,18566,10457,10457,ILMN_209744,ILMN_209744,scl32408.23_56,,1093946316,
ILMN_2769680,6,72556643,RETSAT,80,8484,8484,ILMN_213403,ILMN_213403,NM_026159.4,NM_026159.4,919578795,67442
ILMN_2769696,7,150699569,NAP1L4,15800,11394,11394,ILMN_195898,ILMN_195898,scl9239.1.1_1,,1147288758,
ILMN_2769712,6,119525302,ERC1,19811,8870,8870,ILMN_209833,ILMN_241190,NM_053204.2,NM_053204.2,966547454,111173
ILMN_2769733,8,125927577,TCF25,8592,12579,12579,ILMN_209902,ILMN_257099,NM_001037877.2,NM_001037877.2,1275058319,66855
ILMN_2769772,11,3242289,PIK3IP1,416,14997,14997,ILMN_210015,ILMN_210015,NM_178149.4,NM_178149.4,1538984137,216505
ILMN_2769777,1,14743467,MSC,15477,70,70,ILMN_208611,ILMN_251045,NM_010827.2,NM_010827.2,14743467,17681
ILMN_2769786,15,99541553,SMARCD1,21932,20498,20498,ILMN_185077,ILMN_237541,NM_031842.2,NM_031842.2,2124935905,83797
ILMN_2769795,5,130339855,PHKG1,18532,7581,7581,ILMN_210048,ILMN_210048,NM_011079.2,NM_011079.2,824727748,18682
ILMN_2769858,13,65254190,OLFR466,17320,18444,18444,ILMN_210196,ILMN_232757,NM_146819.2,NM_146819.2,1844404424,258816
ILMN_2769918,20,20451682,TIMP1,23337,24296,24296,ILMN_223823,ILMN_223823,scl55015.6.1_13,,2495517270,
ILMN_2769925,17,72218428,ALK,4196,22509,22509,ILMN_185340,ILMN_239931,NM_007439.2,NM_007439.2,2299681904,11682
ILMN_2769971,1,36322561,LINCR,13902,160,160,ILMN_219197,ILMN_219197,NM_153408.2,NM_153408.2,36322561,214854
ILMN_2769978,20,67613228,IDS,12657,24487,24487,ILMN_185430,ILMN_246791,NM_001038991.1,NM_001038991.1,2542678816,15931
ILMN_2769991,19,39405116,CYP2C29,8216,23879,23879,ILMN_213738,ILMN_213738,NM_007815.3,NM_007815.3,2453083274,13095
ILMN_2770066,8,74512415,LOC100044439,8271,11973,11973,ILMN_223828,ILMN_325481,XM_001472253.1,XM_001472253.1,1223643157,100044439
ILMN_2770085,10,75048843,GGT1,11152,14273,14273,ILMN_223830,ILMN_223830,scl38761.18.1_172,,1480627436,
ILMN_2770096,5,118399722,NOS1,16229,7377,7377,ILMN_223831,ILMN_229866,NM_008712.2,NM_008712.2,812787615,18125
ILMN_2770137,1,34559755,TESP1,23164,148,148,ILMN_210941,ILMN_233015,NM_009355.2,NM_009355.2,34559755,21755
ILMN_2770180,20,7507298,LOC669168,12102,24191,24191,ILMN_211021,ILMN_229788,XM_973545.1,XM_973545.1,2482572886,669168
ILMN_2770183,17,35198099,DDAH2,8740,22023,22023,ILMN_211044,ILMN_251784,NM_016765.2,NM_016765.2,2262661575,51793
ILMN_2770220,4,34854358,CGA,7151,5042,5042,ILMN_211151,ILMN_229533,NM_009889.2,NM_009889.2,573584131,12640
ILMN_2770246,,,FOXB1,10658,25412,25320,ILMN_211257,ILMN_211257,scl064290.3_3,,0,
ILMN_2770260,14,30809492,IL17RB,12830,18900,18900,ILMN_223842,ILMN_253484,NM_019583.3,NM_019583.3,1930903980,50905
ILMN_2770270,11,77851156,DHRS13,1473,16037,16037,ILMN_211274,ILMN_249534,NM_183286.2,NM_183286.2,1613593004,70451
ILMN_2770293,20,151422668,MAGEA8,14585,24984,24984,ILMN_208613,ILMN_242413,NM_020020.3,NM_020020.3,2626488256,17144
ILMN_2770304,2,24462067,CACNA1B,6380,1591,1591,ILMN_191684,ILMN_249927,NM_007579.2,NM_007579.2,221727499,12287
ILMN_2770386,1,43180289,FHL2,10541,228,228,ILMN_186128,ILMN_254457,NM_010212.3,NM_010212.3,43180289,14200
ILMN_2770400,3,131842463,DKK2,8997,4699,4699,ILMN_223850,ILMN_223850,scl22603.4.1012_0,,510967453,
ILMN_2770414,4,123614021,RRAGC,20651,5834,5834,ILMN_223851,ILMN_233033,NM_017475.2,NM_017475.2,662343794,54170
ILMN_2770471,4,132979481,SLC9A1,21847,6027,6027,ILMN_223854,ILMN_231165,NM_016981.2,NM_016981.2,671709254,20544
ILMN_2770475,6,124473084,C1R,6195,8935,8935,ILMN_211403,ILMN_211403,NM_023143.2,NM_023143.2,971495236,50909
ILMN_2770585,6,142310360,PYROXD1,5558,9210,9210,ILMN_223861,ILMN_232553,NM_183165.3,NM_183165.3,989332512,232491
ILMN_2770652,,,CLEC7A,7405,25436,25344,ILMN_211985,ILMN_228077,XM_984804.1,XM_984804.1,0,56644
ILMN_2770686,4,124732440,GNL2,11473,5852,5852,ILMN_223864,ILMN_223864,scl24979.20.1_9,,663462213,
ILMN_2770723,12,117701677,NCAPG2,2587,17804,17804,ILMN_212079,ILMN_246953,NM_133762.3,NM_133762.3,1775457381,76044
ILMN_2770725,8,42001811,SLC7A2,21826,11743,11743,ILMN_191970,ILMN_234282,NM_001044740.1,NM_001044740.1,1191132553,11988
ILMN_2770739,9,32560424,ETS1,10144,12877,12877,ILMN_212168,ILMN_233668,NM_001038642.1,NM_001038642.1,1314022845,23871
ILMN_2770759,10,128136025,CDK2,7004,14910,14910,ILMN_223868,ILMN_256716,NM_183417.2,NM_183417.2,1533714618,12566
ILMN_2770778,4,88336774,IFNAB,12707,5421,5421,ILMN_196766,ILMN_196766,NM_008336.2,NM_008336.2,627066547,15974
ILMN_2770866,3,157307282,PTGER3,19556,4868,4868,ILMN_219812,ILMN_219812,scl22423.4.1_236,NM_011196.1,536432272,
ILMN_2770876,3,138589091,LOC100047800,19933,4748,4748,ILMN_223876,ILMN_311300,XM_001478884.1,XM_001478884.1,517714081,100047800
ILMN_2770882,8,123652628,FOXL1,10689,12534,12534,ILMN_186714,ILMN_227232,NM_008024.2,NM_008024.2,1272783370,14241
ILMN_2770929,7,152086627,FGF15,10498,11418,11418,ILMN_223880,ILMN_238309,NM_008003.2,NM_008003.2,1148675816,14170
ILMN_2770944,19,39763531,CYP2C68,8223,23884,23884,ILMN_223881,ILMN_229739,NM_001039555.1,NM_001039555.1,2453441689,433247
ILMN_2771013,4,33182718,GABRR2,10934,5019,5019,ILMN_212519,ILMN_249480,NM_008076.3,NM_008076.3,571912491,14409
ILMN_2771034,7,86278778,MFGE8,15006,10339,10339,ILMN_212534,ILMN_212534,scl31155.10_11,,1082867967,
ILMN_2771043,6,130253324,LOC100038898,13553,9102,9102,ILMN_196713,ILMN_319318,XM_001471682.1,XM_001471682.1,977275476,100038898
ILMN_2771074,6,51413129,HNRNPA2B1,12338,8314,8314,ILMN_188112,ILMN_249344,NM_016806.2,NM_016806.2,898435281,53379
ILMN_2771087,5,23467744,DRCTNNB1A,9256,6557,6557,ILMN_223889,ILMN_223889,scl084652.1_47,,717855637,
ILMN_2771095,3,107241251,KCNC4,13250,4521,4521,ILMN_215081,ILMN_215081,NM_145922.2,NM_145922.2,486366241,99738
ILMN_2771109,,,ABPB,3506,25377,25285,ILMN_209813,ILMN_315214,NM_001100464.1,NM_001100464.1,0,233099
ILMN_2771219,3,142015755,LOC669660,110,4758,4758,ILMN_223899,ILMN_260938,XM_976375.1,XM_976375.1,521140745,669660
ILMN_2771237,2,158157723,LBP,13762,3308,3308,ILMN_223901,ILMN_259560,NM_008489.2,NM_008489.2,355423155,16803
ILMN_2771260,5,100390149,HNRNPD,12344,7123,7123,ILMN_223904,ILMN_242829,NM_001077267.1,NM_001077267.1,794778042,11991
ILMN_2771326,15,85292847,ATXN10,20826,20311,20311,ILMN_212967,ILMN_235331,NM_016843.3,NM_016843.3,2110687199,54138
ILMN_2771339,2,30268545,CRAT,7816,1774,1774,ILMN_192875,ILMN_234025,NM_007760.3,NM_007760.3,227533977,12908
ILMN_2771359,7,110076976,OLFR572,17426,10643,10643,ILMN_213029,ILMN_213029,scl32272.1.1_268,,1106666165,
ILMN_2771368,11,116033454,ACOX1,3589,16857,16857,ILMN_211818,ILMN_211818,NM_015729.2,NM_015729.2,1651775302,11430
ILMN_2771396,15,98643519,PRKAG1,19262,20465,20465,ILMN_223914,ILMN_240866,NM_016781.2,NM_016781.2,2124037871,19082
ILMN_2771441,5,44566495,TAPT1,2274,6821,6821,ILMN_213187,ILMN_255821,NM_173764.3,NM_173764.3,738954388,231225
ILMN_2771584,11,97373008,P140,17953,16399,16399,ILMN_213426,ILMN_225463,NM_018873.2,NM_018873.2,1633114856,56013
ILMN_2771641,10,21111373,ALDH8A1,4169,13951,13951,ILMN_213533,ILMN_241923,NM_178713.4,NM_178713.4,1426689966,237320
ILMN_2771673,14,96505422,KLHL1,13493,19548,19548,ILMN_223927,ILMN_231351,NM_053105.2,NM_053105.2,1996599910,93688
ILMN_2771686,16,17087042,PPIL2,19072,20795,20795,ILMN_223928,ILMN_256781,NM_144954.2,NM_144954.2,2146081368,66053
ILMN_2771709,18,61458005,PPARGC1B,19051,23069,23069,ILMN_223929,ILMN_240428,NM_133249.2,NM_133249.2,2384299132,170826
ILMN_2771712,11,72584430,ANKFY1,4298,15888,15888,ILMN_192852,ILMN_243516,NM_009671.5,NM_009671.5,1608326278,11736
ILMN_2771735,14,58309981,LATS2,13759,19291,19291,ILMN_222468,ILMN_222468,NM_015771.2,NM_015771.2,1958404469,50523
ILMN_2771766,11,81916684,LOC100048556,6689,16124,16124,ILMN_223933,ILMN_317312,XM_001480891.1,XM_001480891.1,1617658532,100048556
ILMN_2771781,6,72577657,TCF3,23042,8488,8488,ILMN_223935,ILMN_233819,NM_009332.2,NM_009332.2,919599809,21415
ILMN_2771794,7,87531720,FES,10463,10374,10374,ILMN_218433,ILMN_218433,NM_010194.2,NM_010194.2,1084120909,14159
ILMN_2771824,4,118103405,ELOVL1,9915,5727,5727,ILMN_213970,ILMN_255823,NM_001039176.1,NM_001039176.1,656833178,54325
ILMN_2771851,19,10518512,SYT7,22783,23544,23544,ILMN_223940,ILMN_255288,NM_018801.2,NM_018801.2,2424196670,54525
ILMN_2771861,1,34609384,TESP2,23165,150,150,ILMN_187993,ILMN_237700,NM_009356.2,NM_009356.2,34609384,21756
ILMN_2771869,16,32775866,MUC4,15603,21000,21000,ILMN_216772,ILMN_216772,scl0140474.33_123,NM_080457.1,2161770192,
ILMN_2771870,16,32775867,MUC4,15602,21001,21001,ILMN_216772,ILMN_216772,scl0140474.33_123,NM_080457.1,2161770193,
ILMN_2771944,9,54804655,PSMA4,19468,13186,13186,ILMN_214167,ILMN_232730,NM_011966.3,NM_011966.3,1336267076,26441
ILMN_2771956,6,29326184,CALU,6456,8080,8080,ILMN_211479,ILMN_211479,NM_007594.3,NM_007594.3,876348336,12321
ILMN_2772035,6,119544809,ERC1,19808,8871,8871,ILMN_209833,ILMN_241190,NM_053204.2,NM_053204.2,966566961,111173
ILMN_2772070,4,106979458,DIO1,8981,5556,5556,ILMN_214298,ILMN_234421,NM_007860.3,NM_007860.3,645709231,13370
ILMN_2772077,1,95592248,BOK,5991,695,695,ILMN_223819,ILMN_223819,scl17622.1.190_1,,95592248,
ILMN_2772103,3,54593232,SMAD9,21919,3841,3841,ILMN_223949,ILMN_235783,NM_019483.4,NM_019483.4,433718222,55994
ILMN_2772117,1,173448386,ITLN1,13125,1230,1230,ILMN_214339,ILMN_247561,NM_010584.2,NM_010584.2,173448386,16429
ILMN_2772140,20,92623140,2810002O09RIK,1569,24645,24645,ILMN_214359,ILMN_252261,NM_175179.3,NM_175179.3,2567688728,72345
ILMN_2772155,11,45960654,LOC100045780,3686,15321,15321,ILMN_223951,ILMN_324495,XM_001475019.1,XM_001475019.1,1581702502,100045780
ILMN_2772248,7,30975506,CAPNS1,6506,9857,9857,ILMN_223956,ILMN_223956,scl31535.10.6_2,,1027564695,
ILMN_2772274,12,82048503,SFRS5,21238,17441,17441,ILMN_214616,ILMN_260405,NM_001079694.1,NM_001079694.1,1739804207,20384
ILMN_2772288,1,48269,DISP1,8992,4,4,ILMN_223958,ILMN_256337,NM_026866.2,NM_026866.2,48269,68897
ILMN_2772334,,,SNED1,22028,25519,25427,ILMN_214691,ILMN_214691,scl17628.21.95_79,,0,
ILMN_2772380,4,138903837,MRTO4,1375,6164,6164,ILMN_223965,ILMN_252552,NM_023536.2,NM_023536.2,677633610,69902
ILMN_2772405,2,86095223,OLFR1049,16681,2279,2279,ILMN_223967,ILMN_242660,NM_147016.2,NM_147016.2,283360655,259018
ILMN_2772427,2,88827558,OLFR1214,16809,2399,2399,ILMN_199387,ILMN_199387,NM_146897.2,NM_146897.2,286092990,258899
ILMN_2772470,8,25787755,ADAM3,3709,11637,11637,ILMN_223973,ILMN_240204,NM_009619.4,NM_009619.4,1174918497,11497
ILMN_2772492,11,74722361,TSR1,5102,15959,15959,ILMN_223975,ILMN_226746,NM_177325.3,NM_177325.3,1610464209,104662
ILMN_2772508,5,54047115,RBPJ,20093,6855,6855,ILMN_208660,ILMN_208660,NM_009035.4,NM_009035.4,748435008,19664
ILMN_2772620,11,68936434,HES7,12172,15740,15740,ILMN_223983,ILMN_243266,NM_033041.4,NM_033041.4,1604678282,84653
ILMN_2772632,7,53967541,SAA3,20768,10187,10187,ILMN_223985,ILMN_254030,NM_011315.3,NM_011315.3,1050556730,20210
ILMN_2772710,19,11545610,MS4A6C,15471,23583,23583,ILMN_223990,ILMN_223990,scl53358.2.1_26,,2425223768,
ILMN_2772717,2,84838978,P2RX3,17957,2228,2228,ILMN_215489,ILMN_237442,NM_145526.2,NM_145526.2,282104410,228139
ILMN_2772728,,,5330439J01RIK,2474,25539,25447,ILMN_215551,ILMN_224379,XM_001000541.1,XM_001000541.1,0,109205
ILMN_2772747,2,86828636,OLFR1101,16717,2310,2310,ILMN_215571,ILMN_226155,NM_146591.2,NM_146591.2,284094068,258584
ILMN_2772762,6,52174211,HOXA9,12406,8329,8329,ILMN_210756,ILMN_210756,NM_010456.2,NM_010456.2,899196363,15405
ILMN_2772764,15,102814805,HOXC9,12429,20623,20623,ILMN_223992,ILMN_254690,NM_008272.3,NM_008272.3,2128209157,15427
ILMN_2772803,7,30102011,DPF1,16014,9828,9828,ILMN_189306,ILMN_259296,NM_013874.2,NM_013874.2,1026691200,29861
ILMN_2772963,2,86933131,OLFR1109,16723,2316,2316,ILMN_199407,ILMN_199407,NM_146766.2,NM_146766.2,284198563,258762
ILMN_2772986,7,16343046,OBOX5,16581,9467,9467,ILMN_199369,ILMN_199370,NM_145709.2,NM_145709.2,1012932235,252829
ILMN_2773034,12,60174312,PNN,18894,17284,17284,ILMN_216103,ILMN_225727,NM_008891.2,NM_008891.2,1717930016,18949
